id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
12214,2000,Sinbad: Beyond the Veil of Mists,85,5.3,Evan Ricks-Alan Jacobs,Jeff Wolverton,Archer Entertainment Group-Improvision Corporation,Action-Animation
12215,1975,Battle for the Planet of the Apes,,,,,,
12216,1944,Ivan the Terrible,103,7.6,Sergei M. Eisenstein,Sergei M. Eisenstein,Mosfilm-Tsentralnuyu Obedinyonnuyu Kinostudiyu,Biography-Drama-History
12217,1994,One Arm Hero,89,4.9,Hon-to Wai,Yau-Hing Cheng-Chi-Shing Mak,Citimedia,Action-Adventure
12218,1958,Run Silent,93,7.4,Robert Wise,John Gay-Edward L. Beach,Hill-Hecht-Lancaster Productions-Jeffrey Pictures Corp.,Action-Drama-War
12219,2000,Dragon Ball Z: Vegeta Saga 1,,,,,,
12220,2002,She Gets What She Wants,92,5.1,Melanie Mayron,Lamar Damon-Robert Lee King,Bandeira Entertainment-Constantin Film-IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG-Intermedia Films-Key Entertainment,Comedy-Romance
12221,1983,The Outsiders,91,7.2,Francis Ford Coppola,Kathleen Rowell-S.E. Hinton,Zoetrope Studios-AMLF,Crime-Drama
12222,1981,La Cage aux Folles II,,,Chuck Waggoner,,WTTW National Productions,Talk-Show
12223,1988,Dance 'Til Dawn,100,7.0,Paul Schneider,Andrew Guerdat-Steve Kreinberg,Konigsberg/Sanitsky Company,Comedy
12224,1997,Scream 2,120,6.2,Wes Craven,Kevin Williamson-Kevin Williamson,Dimension Films-Konrad Pictures-Craven-Maddalena Films-Miramax-Maven Entertainment,Horror-Mystery
12225,1959,The Killer Shrews/I Bury the Living,,,,,,
12226,2003,The Work of Director Spike Jonze,200,8.4,Spike Jonze-Lance Bangs-Roman Coppola,Mark Gonzales-Spike Jonze-Bill Dolan,Palm Pictures,Documentary-Music
12227,1993,Blind Side,98,5.3,Geoff Murphy,Stewart Lindh-Solomon Weingarten-Stewart Lindh,Chestnut Hill Productions-Home Box Office,Thriller
12228,1993,Poetic Justice,109,6.0,John Singleton,John Singleton,Columbia Pictures-New Deal Productions-Nickel,Drama-Romance
12229,1993,Art of Fighting,46,4.8,Hiroshi Fukutomi,Michael Haigney-Larry Juris-Jim Malone,Nihon Ad Systems,Animation-Action-Adventure
12230,2002,Conviction,99,6.5,Kevin Rodney Sullivan,Carl Upchurch-Jon Huffman-Carl Upchurch,Paramount Television-Sagia Productions Inc.-Showtime Networks,Drama-Thriller
12231,1998,2 X 4,90,5.1,Jimmy Smallhorne,Terry McGoff-Jimmy Smallhorne-Fergus Tighe,Electric Head-Red Horse Films,Drama-Romance
12232,2003,Lost in Translation,102,7.8,Sofia Coppola,Sofia Coppola,Focus Features-Tohokushinsha Film Corporation (TFC)-American Zoetrope-Elemental Films,Drama
12233,2005,WWE: Judgment Day 2005,,7.0,Kevin Dunn,Court Bauer-Christopher DeJoseph-Rudy Fischmann,World Wrestling Entertainment,Action-Sport
12234,1967,Point Blank,92,7.4,John Boorman,Alexander Jacobs-David Newhouse-Rafe Newhouse,Metro-Goldwyn-Mayer (MGM)-Winkler Films,Crime-Drama-Thriller
12235,1936,Libeled Lady,98,7.8,Jack Conway,Maurine Dallas Watkins-Howard Emmett Rogers-George Oppenheimer,Metro-Goldwyn-Mayer (MGM),Comedy-Romance
12236,2003,First to Die,180,5.7,Russell Mulcahy,Michael O'Hara-James Patterson,Michael O'Hara Productions-NBC Studios,Action-Thriller-Drama-Crime-Mystery
12237,1944,Lifeboat,97,7.8,Alfred Hitchcock,John Steinbeck-Jo Swerling-Alfred Hitchcock,Twentieth Century Fox,Drama-War
12238,2002,40 Days and 40 Nights,96,5.6,Michael Lehmann,Rob Perez,Miramax-Milo Productions-StudioCanal-Universal Pictures-Working Title Films,Comedy-Romance
12239,2004,WMD: Weapons of Mass Deception,98,7.7,Danny Schechter,,Globalvision,Documentary
12240,2000,Regret to Inform,,,,,,
12241,2003,Family Reunion,85,4.3,Red Grant,Red Grant,,Comedy
12242,1963,The Twilight Zone: Vol. 14,,,,,,
12243,1999,Pushing Tin,124,6.0,Mike Newell,Darcy Frey-Glen Charles-Les Charles,3 Miles Apart Productions Ltd.-Art Linson Productions-Dogstar Films-Fox 2000 Pictures-Regency Enterprises-Taurus Film,Comedy-Drama-Romance
12244,2002,The Good Girl,93,6.4,Miguel Arteta,Mike White,Flan de Coco Films-Fox Searchlight Pictures-Hungry Eye Lowland Pictures B.V.-In-Motion AG Movie & TV Productions-Myriad Pictures-World Media Fonds V,Drama-Romance
12245,2005,Bollywood and Vine,,,,,,Documentary
12246,1955,Rebel Without a Cause: Special Edition,,,,,,
12247,2000,A Better Way to Die,101,5.7,Scott Wiper,Scott Wiper,Newmarket Capital Group-Newman/Tooley Films,Action-Comedy-Crime-Drama-Thriller
12248,1990,Tekken,128,4.9,Junji Sakamoto,Junji Sakamoto,Genjiro Arato Pictures,Drama
12249,2001,Pokemon 3: The Movie,,,,,,
12250,1953,The Band Wagon,112,7.5,Vincente Minnelli,Betty Comden-Adolph Green-Norman Corwin,Metro-Goldwyn-Mayer (MGM),Comedy-Musical-Romance
12251,1970,The Andersonville Trial,150,8.0,George C. Scott,Saul Levitt,Community Television of Southern California,Drama
12252,1975,Terror of Mechagodzilla,83,6.2,Ishirô Honda,Yukiko Takayama-Yukiko Takayama,Henry G. Saperstein Enterprises Inc.-Toho Company,Action-Adventure-Drama-Family-Sci-Fi
12253,2000,Growing Up Brady,100,6.2,Richard A. Colla,Barry Williams-Chris Kreski-Matt Dorff,Good Guy Entertainment-Paramount Network Television Productions-Paramount Television-Zenna Tree Entertainment,Biography-Drama
12254,2003,National Geographic: Beyond the Movie: Lord of the Rings: Return of the King,52,6.4,,Rachel Allen-John B. Bredar-Helen Fitzwilliam,National Geographic Television,Documentary
12255,1990,Navy Seals,113,5.5,Lewis Teague,Chuck Pfarrer-Gary Goldman,Orion Pictures,Action-Adventure-Thriller
12256,2005,The Work of Director Anton Corbijn,200,7.6,Anton Corbijn,,Mute Films,Documentary-Music
12257,2003,Oswald: On-the-Go Oswald,24,,,Annie Evans,HIT Entertainment,Animation-Family-Musical
12258,2000,Kippur,117,6.4,Amos Gitai,Amos Gitai-Marie-Jose Sanselme,Agav Hafakot-Arte France Cinéma-Canal+-MP Productions-R&C Produzioni-Telad-Tele Plus,Drama-War
12259,1998,Something About Sex,93,5.4,Adam Rifkin,Adam Rifkin,Denial Venture-Tapestry Films,Comedy-Drama-Romance-Thriller
12260,1987,Barfly,100,7.3,Barbet Schroeder,Charles Bukowski,Golan-Globus Productions-Zoetrope Studios,Comedy-Drama-Romance
12261,1994,I Love Trouble,123,5.3,Charles Shyer,Nancy Meyers-Charles Shyer,Caravan Pictures-Touchstone Pictures,Action-Comedy-Romance
12262,1965,A Charlie Brown Christmas,25,8.4,Bill Melendez,Charles M. Schulz-Charles M. Schulz,Lee Mendelson Film Productions-Bill Melendez Productions-United Feature Syndicate (UFS),Animation-Short-Comedy-Family
12263,1988,Rambo III: Ultimate Edition,,,,,,
12264,1998,Final Justice,95,5.6,Tommy Lee Wallace,Babs Greyhosky,Gleneagle Productions-Hearst Entertainment Productions,Drama
12265,1978,The Challenge of the Superfriends: Season 1,,,,,,
12266,1941,Tarzan's Secret Treasure / Tarzan's New York Adventure (Double Feature),,,,,,
12267,1948,James Cagney Collection: The Time of Your Life,,,,,,
12268,1978,Mr. Natwarlal,,,,,,
12269,2000,Directors: Robert Zemeckis,,,,,,
12270,1937,Hal Roach's Rascals #1,,,,,,
12271,2003,Still Bout It,,,,,,
12272,1978,Capricorn One,,,,,,
12273,1996,Johns,96,6.3,Scott Silver,Scott Silver,Bandeira Entertainment,Drama-Romance
12274,1994,Surviving the Game,96,6.2,Ernest R. Dickerson,Eric Bernt,New Line Cinema-New Line Productions-David Permut Productions-Permut Presentations,Action-Adventure-Crime-Drama-Thriller
12275,1988,Married to the Mob,104,6.1,Jonathan Demme,Barry Strugatz-Mark R. Burns,Orion Pictures-Mysterious Arts,Comedy-Crime-Romance
12276,1990,Bloodfist 2,85,5.0,Andy Blumenthal,Catherine Cyran-Michael Ferris,Concorde Pictures-New Horizons,Action-Sport
12277,2000,Rugrats in Paris: The Movie,78,6.2,Stig Bergqvist-Paul Demeyer,J. David Stem-David N. Weiss-Jill Gorey,Paramount Pictures-Nickelodeon Movies-Klasky-Csupo-MFP Munich Film Partners GmbH & Company I. Produktions KG-Rugrats Production K.G.,Animation-Adventure-Comedy-Family-Romance
12278,1970,Doctor Who: Spearhead from Space,25,8.3,Derek Martinus,Robert Holmes-Sydney Newman,,Adventure-Drama-Family-Sci-Fi
12279,2003,D.L. Hughley: Live,,,,,,
12280,1979,The Jerk,94,7.2,Carl Reiner,Steve Martin-Carl Gottlieb-Michael Elias,Universal Pictures-Aspen Film Society,Comedy
12281,1963,They Saved Hitler's Brain,,,,,,
12282,1940,Angels Over Broadway,79,6.7,Ben Hecht-Lee Garmes,Ben Hecht,Columbia Pictures,Adventure-Comedy-Crime-Drama
12283,1995,Delta of Venus,102,4.5,Zalman King,Anaïs Nin-Elisa M. Rothstein-Patricia Louisianna Knop,Alliance Communications Corporation-Evzen Kolar Productions-New Line Cinema,Drama
12284,2004,The Guess Who: Running Back Thru Canada,155,6.6,Rico Labbe,,Canadian Broadcasting Corporation (CBC)-Mid Canada Production Services-Saifer Entertainment-ViK. Recordings-Yayo Productions,Documentary-Music
12285,1992,American Me,125,7.2,Edward James Olmos,Floyd Mutrux-Floyd Mutrux-Desmond Nakano,Olmos Productions-Universal Pictures-YOY,Biography-Crime-Drama-Romance
12286,1974,The Nine Lives of Fritz the Cat,77,5.4,Robert Taylor,Robert Crumb-Fred Halliday-Eric Monte,Steve Krantz Productions-Cine Camera-American International Pictures,Animation-Comedy
12287,2004,God Is Brazilian,,,,,,
12288,1993,Detonator,100,5.3,David Jackson,David Jackson,Yorkshire International Films Ltd.-J&M Entertainment-British Lion Film Corporation-Jadran Film-USA Pictures,Action-Thriller
12289,1998,Kareeb,145,6.6,Vidhu Vinod Chopra,Kamna Chandra-Kamna Chandra-Vidhu Vinod Chopra,Vinod Chopra Productions,Drama-Romance
12290,1987,The Dame Edna Experience: Series 1,,7.1,,Barry Humphries,London Weekend Television,Comedy-Talk-Show
12291,1957,Legend of the Lost,109,6.1,Henry Hathaway,Robert Presnell Jr.-Ben Hecht,Batjac Productions-Dear Film Produzione,Adventure-Drama
12292,1993,The Secret of Roan Inish,,,,,,
12293,1972,The Godfather,175,9.2,Francis Ford Coppola,Mario Puzo-Francis Ford Coppola-Mario Puzo,Paramount Pictures-Alfran Productions,Crime-Drama
12294,1998,Around the Fire,106,5.5,John Jacobsen,John W. Comerford-Tommy Rosen,Paradigm Studio-Paradigm Studio,Drama
12295,1956,Between Heaven and Hell,94,6.6,Richard Fleischer,Harry Brown-Francis Gwaltney,Twentieth Century Fox,Drama-War
12296,1983,Deadline Auto Theft / Gone in 60 Seconds 2,,,,,,
12297,1993,Weekend at Bernie's 2,97,4.7,Robert Klane,Robert Klane-Robert Klane,Artimm-D&A Partnership-TriStar Pictures-Victor Drai Productions,Adventure-Comedy-Fantasy
12298,1963,The Twilight Zone: Vol. 5,,,,,,
12299,2001,Along Came a Spider,104,6.3,Lee Tamahori,James Patterson-Marc Moss,Paramount Pictures-David Brown Productions-Phase 1 Productions-Revelations Entertainment-Munich Film Partners & Company-AZL Productions KG,Drama-Thriller
12300,1954,Them!,94,7.3,Gordon Douglas,Ted Sherdeman-Russell S. Hughes-George Worthing Yates,Warner Bros.,Horror-Sci-Fi
12301,2002,Kissing Jessica Stein,,,,,,
12302,1986,Knights of the Zodiac,24,8.6,,Masami Kurumada-Takao Koyama-Yoshiyuki Suga,Shueisha-Toei Animation,Animation-Action-Adventure-Drama-Fantasy
12303,1998,Senseless,93,6.0,Penelope Spheeris,Greg Erb-Craig Mazin,Dimension Films-Mandeville Films-Gold/Miller Productions-Miramax,Comedy-Romance
12304,1974,The Parallax View,102,7.2,Alan J. Pakula,David Giler-Lorenzo Semple Jr.-Loren Singer,Doubleday Productions-Gus-Harbor Productions,Drama-Thriller
12305,1995,Mr. Holland's Opus,143,7.3,Stephen Herek,Patrick Sheane Duncan,Hollywood Pictures-Interscope Communications-Polygram Filmed Entertainment-The Charlie Mopic Company,Drama-Music
12306,1988,Red Dwarf: Series 1: Bonus Material,,,,,,
12307,1995,A Goofy Movie,78,6.8,Kevin Lima,Jymn Magon-Jymn Magon-Chris Matheson,Walt Disney Pictures-Disney Television Animation-Disneytoon Studios,Animation-Adventure-Comedy-Family-Musical-Romance
12308,1983,Heat and Dust,130,6.6,James Ivory,Ruth Prawer Jhabvala-Ruth Prawer Jhabvala,Merchant Ivory Productions,Drama-Romance
12309,1997,The Postman,177,6.0,Kevin Costner,David Brin-Eric Roth-Brian Helgeland,Tig Productions-Warner Bros.,Action-Adventure-Drama-Sci-Fi
12310,2004,Speak,89,7.3,Jessica Sharzer,Laurie Halse Anderson-Jessica Sharzer-Annie Young Frisbie,Speak Film Inc.,Drama
12311,1925,The Phantom of the Opera,93,7.7,Rupert Julian-Lon Chaney-Ernst Laemmle,Gaston Leroux-Walter Anthony-Elliott J. Clawson,Universal Pictures,Horror
12312,1968,Padosan,157,8.1,Jyoti Swaroop,Rajendra Krishan-Rajendra Krishan,Mehmood Productions,Comedy-Musical-Romance
12313,1973,The Mack,110,6.8,Michael Campus,Robert J. Poole,Harbor Productions-Harvey Bernhard Enterprises,Crime-Drama
12314,1987,The Garbage Pail Kids Movie,100,2.7,Rod Amateau,Linda Palmer-Rod Amateau-John Pound,Atlantic Entertainment Group-Topps Chewing Gum,Adventure-Comedy-Family-Fantasy-Musical
12315,2002,The Cure: Trilogy,,,,,,
12316,1963,The Twilight Zone: Vol. 2,,,,,,
12317,1996,The Rock,136,7.4,Michael Bay,David Weisberg-Douglas Cook-David Weisberg,Hollywood Pictures-Don Simpson/Jerry Bruckheimer Films,Action-Adventure-Thriller
12318,2005,PRIDE Fighting Championships: Championship Chaos 2,,,,,,
12319,2004,Great Lodges of the Canadian Rockies,,,,,,
12320,1968,The Doors: Live in Europe,,,,,,
12321,2004,Burn Up!,,7.1,,Jukki Hanada-Sumio Uetake,Anime International Company,Animation
12322,1999,The End of the Affair,102,7.1,Neil Jordan,Graham Greene-Neil Jordan,Columbia Pictures,Drama-Romance
12323,2004,Island Girl Dance Fitness Workout for Beginners: Hula,,,,,,
12324,1997,Steam: The Turkish Bath,94,6.9,Ferzan Ozpetek,Ferzan Ozpetek-Ferzan Ozpetek-Stefano Tummolini,Sorpasso Film-Promete Film-Asbrell Productions,Drama-Romance
12325,1999,The Devil's Arithmetic,95,6.5,Donna Deitch,Jane Yolen-Robert J. Avrech,Lietuvos Kinostudija-Lithuanian Film Studio-Millbrook Farm Productions-Punch Productions,Drama-Fantasy-War
12326,2002,Kilimanjaro: To the Roof of Africa: IMAX,40,6.7,David Breashears,Mose Richards,HMNS Film Ventures Ltd.,Documentary
12327,2001,The Little Bear Movie,75,6.7,Raymond Jafelice,Nancy Barr-Raymond Jafelice-Else Holmelund Minarik,Nelvana-Wild Things Productions,Animation-Adventure-Family-Fantasy
12328,1992,O Pioneers!,99,6.3,Glenn Jordan,Willa Cather-Robert W. Lenski,Craig Anderson Productions-Hallmark Hall of Fame Productions-Lorimar Television-Prairie Films,Drama
12329,2001,Double Take,88,5.4,George Gallo,Graham Greene-Guy Elmes-Denis Freeman,Kumbaya Productions Inc.-Permut Presentations-Rat Entertainment-Touchstone Pictures,Action-Comedy-Crime-Thriller
12330,1997,Quicksilver Highway,90,4.9,Mick Garris,Clive Barker-Stephen King-Mick Garris,National Studios-20th Television,Horror-Thriller
12331,2001,Nobody's Baby,110,6.5,David Seltzer,David Seltzer,Cinerenta Medienbeteiligungs KG-Front Street Pictures-Lions Bay-Millennium Films-SE8 Group,Comedy-Drama
12332,1941,Road to Zanzibar,91,7.1,Victor Schertzinger,Frank Butler-Don Hartman-Don Hartman,Paramount Pictures,Adventure-Comedy-Musical-Romance
12333,1999,Infinite Ryvius,,7.2,,Yôsuke Kuroda-Yûichirô Takeda-Hajime Yatate,Bandai Visual Company-Sunrise-TV Tokyo-Yomiuri Advertising,Animation-Adventure-Sci-Fi
12334,2003,VeggieTales: Bible Heroes: Stand Up! Stand Tall! Stand Strong!,,,,,,
12335,1998,Merlin: Special Edition,,,,,,
12336,1977,The Gauntlet,109,6.4,Clint Eastwood,Michael Butler-Dennis Shryack,Warner Bros.-The Malpaso Company,Action-Crime-Thriller
12337,1972,Slaughterhouse Five,104,6.9,George Roy Hill,Kurt Vonnegut Jr.-Stephen Geller,Universal Pictures-Vanadas Productions,Comedy-Drama-Sci-Fi-War
12338,2004,Harry Potter and the Prisoner of Azkaban,142,7.9,Alfonso Cuarón,J.K. Rowling-Steve Kloves,Warner Bros.-1492 Pictures-Heyday Films-P of A Productions Limited,Adventure-Family-Fantasy-Mystery
12339,1999,Dog Park,,,,,,
12340,1999,Mark Twain Tonight! (Hal Holbrook),,,,,,
12341,1960,Mughal-E-Azam,197,8.3,K. Asif,K. Asif-Aman-Aman,Sterling Investment Corp.,Drama-Romance-War
12342,1988,A Night in the Life of Jimmy Reardon,90,5.5,William Richert,William Richert,Island Pictures,Comedy-Drama-Romance
12343,1988,Coming to America,116,7.0,John Landis,Eddie Murphy-David Sheffield-Barry W. Blaustein,Paramount Pictures-Eddie Murphy Productions,Comedy-Romance
12344,2002,Trois 2: Pandora's Box,103,5.0,Rob Hardy,Gregory Ramon Anderson-Gregory Ramon Anderson-Rob Hardy,Rainforest Films-Rainforest Productions,Romance-Thriller
12345,1993,The Philadelphia Experiment 2,97,4.5,Stephen Cornwell,Wallace C. Bennett-Don Jakoby-Kim Steven Ketelsen,Trimark Pictures,Action-Adventure-Sci-Fi
12346,2003,Sexual Dependency,104,6.0,Rodrigo Bellott,Rodrigo Bellott-Lenelle N. Moise,BoSD Films LLC-Bods Film LLC,Drama
12347,1988,Short Circuit 2,110,5.7,Kenneth Johnson,Brent Maddock-S.S. Wilson,TriStar Pictures-Turman-Foster Company,Comedy-Drama-Family-Sci-Fi
12348,1945,I'll Be Seeing You,,,,,,
12349,1993,Super Mario Bros.,104,4.0,Annabel Jankel-Rocky Morton,Parker Bennett-Terry Runte-Ed Solomon,Allied Filmmakers-Cinergi Pictures Entertainment-Hollywood Pictures-Lightmotive-Nintendo-Touchwood Pacific Partners 1,Adventure-Comedy-Family-Fantasy-Sci-Fi
12350,1994,Nicholas' Gift,,,,,,
12351,2002,Murder in Portland,99,3.4,Gael Richards,Maurice Maxwell,Richard Anthony Films,Drama
12352,1989,Immediate Family,95,6.1,Jonathan Kaplan,Barbara Benedek,Columbia Pictures-Sanford/Pillsbury Productions,Drama
12353,1990,DeJohnette,4,,,,,Short-Music
12354,1999,Genesis: IMAX,,,,,,
12355,2001,A.I. Artificial Intelligence,146,7.1,Steven Spielberg,Brian Aldiss-Ian Watson-Steven Spielberg,Warner Bros.-DreamWorks-Amblin Entertainment-Parkes+MacDonald Image Nation-Stanley Kubrick Productions-The Kennedy/Marshall Company,Adventure-Drama-Sci-Fi
12356,1997,Whales: An Unforgettable Journey: IMAX,44,7.4,David Clark-Al Giddings-Roger Payne,Roger Payne-Mose Richards-Leighton Taylor,Destination Cinema-National Wildlife Federation-Zephyr Productions Ltd.,Documentary-Short
12357,1998,Ride,,,,,,
12358,1986,A Room With a View: Special Edition: Bonus Material,,,,,,
12359,2004,The Merchant of Venice,131,7.1,Michael Radford,William Shakespeare-Michael Radford,Movision-Avenue Pictures-UK Film Council-Film Fund Luxembourg-Delux Productions-Immagine e Cinema-Dania Film-Istituto Luce-Navidi-Wilde Productions Ltd.-39 McLaren St. Sydney-LSG Productions-Rough Diamond Productions-Spice Factory,Drama-Romance
12360,2001,The Happiness of the Katakuris,113,7.1,Takashi Miike,Ai Kennedy-Kikumi Yamagishi,Dentsu-Eisei Gekijo-Ganmo-Gentosha-Little Garage-Mainichi Broadcasting System-Sedic International-Shochiku-Spike K.K.,Comedy-Fantasy-Horror-Musical
12361,1946,Film Noir Collection: The Stranger,,,,,,
12362,1986,A Hearty Response,89,6.1,Norman Law Man,Man-Cheuk Lai,Golden Harvest Company-The Wing-Scope Film Production,Action-Comedy-Crime-Romance
12363,1997,The Woman in White,125,7.1,Tim Fywell,Wilkie Collins-David Pirie,Carlton Television-WGBH-British Broadcasting Corporation (BBC),Mystery-Thriller
12364,2004,Nora's Hair Salon,84,3.4,Jerry LaMothe,Jean-Claude La Marre-Chanel Capra-Jonathan Hicks,Nora's Hair Salon-Warning Films Inc.,Comedy-Drama
12365,1988,Working Girl,113,6.8,Mike Nichols,Kevin Wade,Twentieth Century Fox,Comedy-Drama-Romance
12366,2000,Everybody's Famous,97,7.0,Dominique Deruddere,Dominique Deruddere,Canal+-Eurimages-Flanders Film Fund-Get Reel Productions-Les Films des Tournelles-Nederlandse Programma Stichting-Netherlands Fund for Film-Otomatic-Vlaamse Radio en Televisie,Comedy-Drama-Music
12367,2005,Rize,86,7.1,David LaChapelle,,David LaChapelle Studios-HSI Productions-Darkfibre Entertainment Ltd.-Got Films,Documentary-Music
12368,1971,Even Dwarfs Started Small,,,,,,
12369,2002,Scorcher,91,3.7,James Seale,Graham Winter-Rebecca Morrison-Steve Latshaw,Cinetel Films,Action-Adventure-Drama-Sci-Fi-Thriller
12370,2002,Bob the Builder: The Knights of Fix-a-Lot,,,,,,
12371,2000,South Park: Timmy!,22,8.3,Trey Parker,Trey Parker-Matt Stone-Trey Parker,Braniff,Animation-Comedy
12372,2000,Faithless,155,7.5,Liv Ullmann,Ingmar Bergman,Classic-Nordisk Film- & TV-Fond-Norsk Rikskringkasting-RAI Radiotelevisione Italiana-Rai Cinema-SVT Drama-Svensk Filmindustri-Svensk Filmindustri-Svenska Filminstitutet-Yleisradio-Zweites Deutsches Fernsehen,Drama-Romance
12373,2000,The Tic Code,,,,Barry Smith,,
12374,2000,StarGaze: Hubble's View of the Universe,,,,,,
12375,2003,WWE: The Ultimate Ric Flair Collection,335,8.6,,,,Action-Sport
12376,1988,The Dead Pool,91,6.3,Buddy Van Horn,Harry Julian Fink-Rita M. Fink-Steve Sharon,Warner Bros.-Malpaso Productions,Action-Crime-Mystery-Thriller
