id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
8222,1992,Pom Pom & Hot Hot,93,6.6,Tung Cho 'Joe' Cheung,Tung Cho 'Joe' Cheung,New Prima Film Production,Action-Comedy
8223,1995,Oingo Boingo: Farewell,,,,,,
8224,2003,Dragon Ball Z: Fusion,,,,,,
8225,1997,Full Alert,98,6.9,Ringo Lam,Ringo Lam-Ringo Lam-Wing-Kin Lau,Brilliant Idea Group-Young Filmmakers Ltd.,Action-Drama
8226,2000,Buffy the Vampire Slayer: Season 5,,6.3,,,,Action-Adventure-Fantasy
8227,2004,Blue's Clues: Bluestock,26,8.3,Koyalee Chanda,Christopher Cerf-Sascha Paladino-Mark Saltzman,Nick Jr.,Animation-Comedy-Family-Musical
8228,2003,Please Twins,30,6.7,,Yôsuke Kuroda,Bandai Visual Company-Daume-Genco-Please!-Studio Orphee,Animation-Comedy-Drama-Romance-Sci-Fi
8229,2003,Tenacious D: Complete Masterworks,206,8.6,Tom Gianas-Spike Jonze-Liam Lynch,Jack Black-David Cross-Kyle Gass,Epic Records,Documentary-Comedy-Music
8230,2000,Life-Size,89,5.7,Mark Rosman,Mark Rosman-Stephanie Moore-Stephanie Moore,Pacific Motion Pictures-Walt Disney Television,Action-Adventure-Comedy-Drama-Family-Fantasy-Musical
8231,2002,Hop,106,6.9,Dominique Standaert,Dominique Standaert-Rémi Hatzfeld-Olivier Malley,Executive Productions-Signature Films-Sokan-Radio Télévision Belge Francophone (RTBF)-Vlaamse Radio en Televisie (VRT),Comedy-Drama
8232,1997,The Edge,117,6.9,Lee Tamahori,David Mamet,Art Linson Productions,Action-Adventure-Drama-Thriller
8233,1968,Destroy All Monsters,89,6.6,Ishirô Honda,Ishirô Honda-Takeshi Kimura,Toho Company,Action-Horror-Sci-Fi-Thriller
8234,2003,Main Prem Ki Diwani Hoon,197,4.0,Sooraj R. Barjatya,Sooraj R. Barjatya,,Comedy-Drama-Musical-Romance
8235,1991,Rumpole of the Bailey: Series 6,,,,,,
8236,1951,Happy Go Lovely,97,6.5,H. Bruce Humberstone,Val Guest-Friedrich Dammann-Herbert Rosenfeld,Marcel Hellman Productions,Comedy-Musical-Romance
8237,2000,Weird Al Yankovic: Live!,,,,,,
8238,1995,French Twist,104,6.4,Josiane Balasko,Patrick Aubrée-Josiane Balasko-Telsche Boorman,Canal+-Les Films Flam-Renn Productions-TF1 Films Production,Comedy
8239,1994,The Getaway,115,5.7,Roger Donaldson,Jim Thompson-Walter Hill-Amy Holden Jones,Universal Pictures-Largo Entertainment-JVC Entertainment Networks-Turman-Foster Company-David Foster Productions,Action-Adventure-Crime-Drama-Romance-Thriller
8240,1954,Lassie: The 50th TV Anniversary Collector's Edition,,,,,,
8241,1993,Sharpe 2: Sharpe's Eagle,100,8.0,Tom Clegg,Eoghan Harris-Bernard Cornwell,Celtic Films Entertainment-Central-Picture Palace,Action-Adventure-History-War
8242,1996,Dokken: One Live Night,,8.2,Thomas M. Strickfaden II,,,Documentary
8243,1996,Eddie,100,5.2,Steve Rash,Steve Zacharias-Jeff Buhai-Jon Connolly,Permut Presentations-Hollywood Pictures-Island Pictures-Polygram Filmed Entertainment,Comedy-Sport
8244,1998,Desert Blue,90,6.2,Morgan J. Freeman,Morgan J. Freeman,Ignite Entertainment-HSX Films,Drama
8245,1949,Under Capricorn,117,6.2,Alfred Hitchcock,John Colton-Margaret Linden-Helen Simpson,Transatlantic Pictures,Crime-Drama-Romance
8246,1958,South Pacific,157,6.9,Joshua Logan,Paul Osborn-Richard Rodgers-Oscar Hammerstein II,Rodgers & Hammerstein Productions,Musical-Romance-War
8247,1980,The First Deadly Sin,112,5.9,Brian G. Hutton,Mann Rubin-Lawrence Sanders,Artanis Productions Inc.-Cinema VII,Thriller
8248,1969,Dark Shadows: Vol. 16,,,,,,
8249,1984,Genesis Climber Mospeada,22,5.6,,,,Animation-Action-Adventure-Comedy-Drama-Musical-Sci-Fi
8250,2001,The Order,89,4.7,Sheldon Lettich,Les Weldon-Jean-Claude Van Damme,777 Films Corporation-Millennium Films-Order Productions,Action-Adventure-Comedy
8251,1998,Nazca: Eternal Power,,,,,,
8252,1982,Nature: Birds,,,,,,
8253,1998,Brain Drain,95,6.0,Fernando Musa,Branko Andjic-Fernando Musa,,Drama
8254,1984,The Flamingo Kid,100,6.2,Garry Marshall,Neal Marshall-Garry Marshall-Bo Goldman,ABC Motion Pictures-Mercury Productions (II)-Edgewood Productions,Comedy-Drama-Romance
8255,2002,West Point: The First 200 Years,117,,Jack McDonald,,,
8256,2000,The Moody Blues: Hall of Fame: Live from the Royal Albert Hall,81,8.5,Andy Harcott,,,Documentary-Music
8257,1998,Totally Confused,88,5.7,Greg Pritikin-Gary Rosen,Greg Pritikin-Gary Rosen,,Comedy
8258,2002,National Lampoon's Van Wilder: Bonus Material,,,,,,
8259,1994,On Deadly Ground,101,4.5,Steven Seagal,Ed Horowitz-Robin U. Russin,Seagal/Nasso Productions-Warner Bros.,Action-Adventure-Thriller
8260,1957,Crime of Passion,86,6.5,Gerd Oswald,Jo Eisinger,Robert Goldstein Productions,Crime-Drama-Film-Noir-Thriller
8261,2001,What Time is It There?,116,7.4,Ming-liang Tsai,Ming-liang Tsai-Pi-ying Yang,Arena Films-Homegreen Films,Drama-Romance
8262,1994,Imaginary Crimes,107,6.5,Anthony Drazan,Sheila Ballantyne-Kristine Johnson-Davia Nelson,Morgan Creek Entertainment,Biography-Drama
8263,2003,Frasier: The Final Season,,,,,,
8264,1921,The Three Musketeers,119,7.0,Fred Niblo,Alexandre Dumas-Edward Knoblock-Lotta Woods,Douglas Fairbanks Pictures,Action-Adventure-Romance
8265,1995,Frank and Ollie,89,8.0,Theodore Thomas,Theodore Thomas,Theodore Thomas Productions-Walt Disney Pictures,Documentary
8266,2001,The Pornographer,108,5.3,Bertrand Bonello,Bertrand Bonello,Haut et Court-In Extremis Images-Ministère de la Culture et de la Communication-Centre National de la Cinématographie (CNC)-TPS Cinéma-Téléfilm Canada,Drama
8267,1981,Do You Remember Dolly Bell?,110,7.7,Emir Kusturica,Emir Kusturica-Abdulah Sidran,"Kinema Sarajevo-RO Forum, Sarajevo-SIZ za kinematografiju SR BiH-Sutjeska Film-TV Sarajevo-Union Film",Comedy-Drama-Romance
8268,2005,Muay Thai: Ultimate Fights,,,,,,
8269,1997,Riverdance,50,7.5,Paul Harrison,Kieran Prendiville-Kieran Prendiville,BBC Northern Ireland-Ballykea,Comedy-Drama
8270,1982,They Call Me Bruce?,87,5.6,Elliott Hong,David Randolph-Johnny Yune-Elliott Hong,Goldpine Productions,Comedy-Action
8271,2004,Edgeplay: A Film About the Runaways,110,7.1,Victory Tischler-Blue,Victory Tischler-Blue,Sacred Dogs Entertainment,Documentary-Music
8272,1960,The Andy Griffith Show: Season 1,,,,,,
8273,2001,Avalanche Alley,90,4.2,Paul Ziller,Elizabeth Sanchez-Paul Ziller,Artsy Fartsy Pictures,Drama-Adventure-Action
8274,1930,Jean Cocteau's Orphic Trilogy,,,,,,
8275,1991,The Doors: Bonus Material,,,,,,
8276,2004,Hank Williams: Honky Tonk Blues,82,5.4,Morgan Neville,Colin Escott-Morgan Neville,Eagle Rock Entertainment-Tremolo Productions-WNET Channel 13 New York,Documentary-Biography
8277,2000,The Road to El Dorado,89,6.9,Bibo Bergeron-Don Paul-Jeffrey Katzenberg,Terry Rossio-Ted Elliott-Karey Kirkpatrick,DreamWorks Animation-DreamWorks-Stardust Pictures,Animation-Adventure-Comedy-Family-Romance
8278,1997,In the Flesh,,,,,,
8279,1985,Carpenters: Gold: Greatest Hits,,,,,,
8280,2000,South Park: The Chef Experience,,,,,,
8281,1999,World Class Trains,55,6.7,,Lyn Beardsall,,Documentary
8282,1994,Babylon 5: Season 2,,,,,,
8283,2003,Let It Rock: Vol. 1,,,,,,
8284,1967,Gruesome Twosome,72,5.1,Herschell Gordon Lewis,Allison Louise Downe,,Horror-Mystery-Thriller
8285,1970,Anand,,,,,,
8286,2003,Warren Miller's: Storm,,,,,,
8287,1993,Beethoven's 2nd,89,4.9,Rod Daniel,John Hughes-Amy Holden Jones-Len Blum,Northern Lights Entertainment-Universal Pictures,Comedy-Family-Romance
8288,1997,Solomon: The Bible,180,6.5,Roger Young,Bradley T. Winter,Lux Vide-Quinta Communications-Rai 1-Lube-Beta Film-ARD Degeto Film-Ceská Televize-Antena 3-France 2-MTM Enterprises-Nederlandse Christelijke Radio-Vereniging-British Sky Broadcasting,Adventure-Biography-Drama-History
8289,1998,The X-Files: Season 6,,,,,,
8290,1995,Truman,135,7.2,Frank Pierson,David McCullough-Thomas Rickman,HBO Films-Spring Creek Productions,Biography-Drama
8291,1992,Lady Dragon,97,5.2,David Worth,Clifford Mohr-David Worth,Rapi Films,Action-Drama
8292,2004,Star Wars: Clone Wars: Vol. 1,,,,,,
8293,1955,Guys and Dolls,150,7.2,Joseph L. Mankiewicz,Jo Swerling-Abe Burrows-Damon Runyon,The Samuel Goldwyn Company,Comedy-Crime-Musical-Romance
8294,2003,Remember Me,125,6.5,Gabriele Muccino,Gabriele Muccino-Gabriele Muccino-Heidrun Schleef,Fandango-Buena Vista International Film Production France-Vice Versa Film-Medusa Film-Tele+,Comedy-Romance-Drama
8295,2003,Holes,117,7.0,Andrew Davis,Louis Sachar-Louis Sachar,Walt Disney Pictures-Walden Media-Chicago Pacific Entertainment-Phoenix Pictures,Adventure-Comedy-Drama-Family-Mystery
8296,1980,Metropolitan Opera: G. Puccini: Manon Lescaut,,,,,,
8297,1996,Beyond Silence,109,7.5,Caroline Link,Caroline Link-Beth Serlin,Arte-Bayerischer Rundfunk-Claussen & Wöbke Filmproduktion GmbH-Roxy Film-Schweizer Fernsehen-Süddeutscher Rundfunk,Drama-Music
8298,2002,CKY3,,,,,,
8299,1982,National Lampoon's Class Reunion,84,4.6,Michael Miller,John Hughes,ABC Motion Pictures,Comedy-Horror
8300,1978,The Tree of Wooden Clogs,186,8.0,Ermanno Olmi,Ermanno Olmi,RAI Radiotelevisione Italiana-Italnoleggio Cinematografico,Drama-History
8301,2003,The Haunted Mansion,88,5.0,Rob Minkoff,David Berenbaum,Walt Disney Pictures-Gunn Films-Doom Buggy Productions,Comedy-Family-Fantasy-Horror-Mystery
8302,1982,Tenebre,101,7.2,Dario Argento,Dario Argento-Dario Argento,Sigma Cinematografica Roma,Horror-Mystery-Thriller
8303,1994,Pom Poko,119,7.3,Isao Takahata,Hayao Miyazaki-Isao Takahata,Hakuhodo-Nippon Television Network-Studio Ghibli-Tokuma Shoten,Animation-Comedy-Drama-Family-Fantasy
8304,1970,Duel,,,,,,
8305,1997,In Praise of Older Women,105,6.5,Manuel Lombardero,Rafael Azcona-Manuel Lombardero-Stephen Vizinczey,Canal+ España-Lolafilms-Sociedad General de Televisión-Sogepaq,Drama-Romance-War
8306,1999,Blowin' Smoke,90,6.1,Paul Todisco,Michael M.B. Galvin-Michael M.B. Galvin-Peter Speakman,Centre Street-Latent Image Entertainment-New Sky Communications-Owasco Entertainment,Comedy
8307,2000,Franklin and the Green Knight: The Movie,75,6.7,John Van Bruggen,Paulette Bourgeois-Brenda Clark-Betty Quan,Nelvana,Animation-Adventure-Family-Fantasy-Musical
8308,1947,Fun and Fancy Free,73,6.7,,Homer Brightman-Harry Reeves-Ted Sears,Walt Disney Productions,Animation-Adventure-Comedy-Family-Fantasy-Musical-Romance
8309,2000,Go Shogun: The Time Etranger,,,,,,
8310,2003,P.S. Your Cat is Dead!,,,,,,
8311,2004,Silver City,128,6.1,John Sayles,John Sayles,Anarchist's Convention Films,Comedy-Drama-Mystery-Thriller
8312,1995,Jury Duty,88,4.1,John Fortenberry,Barbara Williams-Samantha Adams-Neil Tolkin,TriStar Pictures-Triumph Films-Weasel Productions,Comedy
8313,1977,The Many Adventures of Winnie the Pooh,74,7.6,John Lounsbery-Wolfgang Reitherman,A.A. Milne-Larry Clemmons-Ralph Wright,Walt Disney Productions,Animation-Comedy-Family-Musical
8314,1994,Red Shoe Diaries: Hotline,,,,,,
8315,1989,Wicked City,,,,,,
8316,1999,Drive Me Crazy,91,5.8,John Schultz,Todd Strasser-Rob Thomas,Twentieth Century Fox-Amy Robinson Productions-Grand March Productions,Comedy-Drama-Romance
8317,1997,Grosse Pointe Blank,107,7.4,George Armitage,Tom Jankiewicz-Tom Jankiewicz-D.V. DeVincentis,Hollywood Pictures-Caravan Pictures-New Crime Productions,Action-Comedy-Crime-Romance-Thriller
8318,1957,Forty Guns,80,7.1,Samuel Fuller,Samuel Fuller,Twentieth Century Fox-Globe Enterprises,Romance-Western
8319,1998,A True Mob Story,112,6.4,Jing Wong,Jing Wong,B.O.B. and Partners-China Star Entertainment-Win's Entertainment Ltd.,Action-Crime-Drama
8320,1995,Cold Comfort Farm,105,7.3,John Schlesinger,Malcolm Bradbury-Stella Gibbons,BBC Films-British Broadcasting Corporation-Thames International-Thames Television,Comedy-Romance
8321,2003,Lone Wolf and Cub 2: Baby Cart at the River Styx,,,,,,
8322,2003,Flesh for the Beast,89,3.2,Terry M. West,Terry M. West,Fever Dreams-Media Blasters,Fantasy-Horror
8323,2003,Death of a Dynasty,92,3.9,Damon Dash,Adam Moreno,Dash Films-Entertainment Funding Group-Intrinsic Value Films-R&B FM-Roc-a-fella Films,Musical-Comedy
8324,1996,The Bible Collection: Moses,,,,,,
8325,1987,Throw Momma From the Train,88,6.2,Danny DeVito,Stu Silver,Orion Pictures,Comedy-Crime-Thriller
8326,1998,Jackie Chan's Who Am I,120,6.9,Benny Chan-Jackie Chan,Jackie Chan-Susan Chan-Lee Reynolds,Golden Harvest Company-Panasia Films,Action-Adventure-Comedy-Sci-Fi-Thriller
8327,1975,One Flew Over the Cuckoo's Nest,133,8.7,Milos Forman,Lawrence Hauben-Bo Goldman-Ken Kesey,Fantasy Films,Drama
8328,2002,Dog Soldiers,105,6.8,Neil Marshall,Neil Marshall,Kismet Entertainment Group-The Noel Gay Motion Picture Company-The Carousel Picture Company-The Victor Film Company-Luxembourg Film Fund,Action-Horror-Thriller
8329,1977,Airport '77 / The Concorde: Airport '79: Double Feature,,,,,,
8330,2000,Trading Spaces: Viewer's Choice,,,,,,
8331,1967,The Fearless Vampire Killers,108,7.2,Roman Polanski,Gérard Brach-Roman Polanski,Cadre Films-Filmways Pictures,Comedy-Horror
8332,1998,Young and Dangerous: The Prequel,117,6.4,Andrew Lau Wai-Keung,Cowman-Manfred Wong,Golden Harvest Company-B.O.B. and Partners-Fitto Movie Co. Ltd.,Action-Drama
8333,2004,The Grudge,91,5.9,Takashi Shimizu,Stephen Susco-Takashi Shimizu,Columbia Pictures-Ghost House Pictures-Fellah Pictures-Senator International-Vertigo Entertainment,Horror-Mystery-Thriller
8334,1997,Conspiracy Theory,135,6.7,Richard Donner,Brian Helgeland,Warner Bros.-Silver Pictures-Donner/Shuler-Donner Productions,Action-Mystery-Thriller
8335,1962,I Fidanzati,,,,,,
8336,1987,Married... with Children: Season 2,,,,,,
8337,1990,Quigley Down Under,119,6.9,Simon Wincer,John Hill,Pathé Entertainment,Action-Adventure-Drama-Romance-Western
8338,2004,Bill Hicks Live: Satirist,210,8.7,,,,Comedy
8339,2000,Where the Heart Is,120,6.8,Matt Williams,Lowell Ganz-Babaloo Mandel-Billie Letts,Twentieth Century Fox-Wind Dancer Productions,Comedy-Drama-Romance
8340,1987,Rendez-vous,,,,,,
8341,1988,Mr. North,93,5.9,Danny Huston,Thornton Wilder-Janet Roach-John Huston,Heritage Entertainment Inc.-Showcase Productions International-The Samuel Goldwyn Company,Comedy-Drama
8342,1990,Shogun's Samurai,,,,,,
8343,1999,Just a Little Harmless Sex,,,,,,Talk-Show
8344,1976,The Man Who Fell to Earth,139,6.7,Nicolas Roeg,Paul Mayersberg-Walter Tevis,British Lion Film Corporation-Cinema 5,Sci-Fi-Drama
8345,2002,Stone Reader,127,7.7,Mark Moskowitz,Mark Moskowitz,Jet Films LLC,Documentary-Drama
8346,1964,What a Way to Go!,111,7.0,J. Lee Thompson,Gwen Davis-Betty Comden-Adolph Green,Apjac-Orchard Productions,Comedy-Romance
8347,1997,As Time Goes By: Series 6,,,,,,
8348,2004,Baby Einstein: Baby Noah,,7.1,Jim Janicek,Jim Janicek-Len Marino,Janicek Marino Creative,Family
8349,1977,Herbie Goes to Monte Carlo,105,5.6,Vincent McEveety,Arthur Alsberg-Don Nelson-Gordon Buford,Walt Disney Productions,Action-Adventure-Comedy-Family-Romance
8350,1998,Stalker,,,,,,
8351,1983,Kennedy,282,8.0,Jim Goddard,Reg Gadney,Alan Landsburg Productions-Central Independent Television,Biography-Drama-History
8352,2002,The Mystic Masseur,,,,,,
8353,1999,The Best of Film Noir,120,6.5,,Chris Case,Passport International Entertainment,Documentary
8354,2003,Da Ali G Show: Season 1,,,,,,
8355,2005,UFC 52: Ultimate Fighting Championship: Randy Couture vs. Chuck Liddell,,,,,,
8356,2004,My Father and I,,,,,,
8357,1995,The Bridges of Madison County,135,7.6,Clint Eastwood,Richard LaGravenese-Robert James Waller,Warner Bros.-Amblin Entertainment-Malpaso Productions,Drama-Romance
8358,2002,All Around the Town,95,5.4,Paolo Barzman,Peter Mohan-Mary Higgins Clark,Alltime Entertainment-CanWest Global Communications-Canadian Film or Video Production Tax Credit (CPTC)-Filmtime Productions-France 2-Future Film Financing-Grosso Jacobson-Grosso-Jacobson Communications-Lucky Day Productions-Ontario Media Development Corporation (OMDC)-The Toronto Film and Television Office-ZDF Enterprises,Crime-Drama-Mystery-Thriller
8359,1985,A Polish Vampire in Burbank,,,,,,
8360,1999,Parting Shots,,,,,,
8361,1939,Gulliver's Travels,76,6.7,Dave Fleischer,Jonathan Swift-Edmond Seward-Dan Gordon,Fleischer Studios,Animation-Adventure-Comedy-Family-Fantasy-Musical-Romance
8362,1991,Lee Rock,128,7.1,Lawrence Ah Mon,Man Keung Chan,Win's Movie Productions Ltd.,Biography-Crime-Drama
8363,1982,Trail of the Pink Panther,96,4.9,Blake Edwards,Blake Edwards-Frank Waldman-Tom Waldman,United Artists-Blake Edwards-Titan Productions-Lakeline Productions Ltd.-Amjo Productions,Comedy-Crime-Mystery
8364,1996,National Geographic: Inside American Power: The White House,,,,,,
8365,2001,Laughing Out Loud: Vol. 5,300,5.4,,Tim Allen-Louie Anderson-Richard Belzer,,Comedy
8366,1993,Deception,,,,,,
8367,2005,Family Guy: Live in Las Vegas,,,,,,
8368,1993,Wild Palms,300,7.2,Keith Gordon-Kathryn Bigelow-Peter Hewitt,Bruce Wagner,American Broadcasting Company-Greengrass Productions-Ixtlan,Drama-Mystery-Thriller-Sci-Fi
8369,1991,Ring of Fire: IMAX,,,,,,
8370,1994,The Hudsucker Proxy,111,7.3,Joel Coen-Ethan Coen,Ethan Coen-Joel Coen-Sam Raimi,PolyGram Filmed Entertainment-PolyGram Filmproduktion-Silver Pictures-Warner Bros.-Working Title Films,Comedy-Drama-Fantasy
8371,1985,Lust in the Dust,,,,,,
8372,1987,Police Academy 4: Citizens on Patrol,88,4.9,Jim Drake,Neal Israel-Pat Proft-Gene Quintano,Warner Bros.,Comedy-Crime
8373,1994,This Is Kung Fu,,,,,,
8374,1995,Jane Doe,92,4.9,Paul Peditto,Paul Peditto,O'Hara/Klein,Drama-Romance
8375,2003,Baberellas,80,4.4,Chuck Cirino,Chuck Cirino-Tip McPartland-Dave Nichols,Fearless Media Inc.,Comedy-Sci-Fi
8376,2000,Unbreakable,106,7.3,M. Night Shyamalan,M. Night Shyamalan,Touchstone Pictures-Blinding Edge Pictures-Barry Mendel Productions-Limited Edition Productions Inc.,Drama-Mystery-Sci-Fi-Thriller
8377,1999,Felicia's Journey,116,7.0,Atom Egoyan,William Trevor-Atom Egoyan,Alliance Atlantis Communications-Icon Entertainment International-Icon Productions-Marquis Films Ltd.-Screenventures XLIII-The Movie Network,Drama-Thriller
8378,2005,The Best Thief in the World,,,,,,
8379,2001,Enemy at the Gates,131,7.6,Jean-Jacques Annaud,Jean-Jacques Annaud-Alain Godard,Swanford Films-MP Film Management-Little Bird-DOS-Reperage-Mandalay Pictures-KC Medien-Paramount Pictures,Drama-History-War
8380,2004,Beyond the Movie: Troy,53,6.3,Tim Baney,Tim Baney,National Geographic Television-National Geographic,Documentary
8381,1992,Tetsuo 2: Body Hammer,83,6.4,Shin'ya Tsukamoto,Shin'ya Tsukamoto,Kaijyu Theater-Toshiba EMI,Horror-Sci-Fi
8382,1934,The Thin Man,91,8.1,W.S. Van Dyke,Albert Hackett-Frances Goodrich-Dashiell Hammett,Metro-Goldwyn-Mayer (MGM),Comedy-Crime-Mystery
8383,1997,Angels in the Endzone,88,4.7,Gary Nadeau,Alan Eisenstock-Larry Mintz,Arts & Leisure Corporation-Endzone Productions-Walt Disney Television,Action-Adventure-Comedy-Drama-Family-Fantasy-Musical
8384,2001,3000 Miles to Graceland,125,6.0,Demian Lichtenstein,Richard Recco-Demian Lichtenstein-Kevin Bernhardt,Franchise Pictures-Epsilon Motion Pictures-3000 Miles Productions-Hiett Designs of Las Vegas-Lightstone Entertainment-Morgan Creek Entertainment,Action-Comedy-Crime-Thriller
8385,1999,Mistress Club,,,,,,
8386,2002,The Alien Saga,108,7.7,Brent Zacky,,American Movie Classics (AMC)-Fox Television Network-Foxstar Productions-Prometheus Entertainment-Van Ness Films,Documentary
8387,2002,Minority Report,145,7.6,Steven Spielberg,Philip K. Dick-Scott Frank-Jon Cohen,Twentieth Century Fox-DreamWorks-Cruise/Wagner Productions-Blue Tulip Productions-Ronald Shusett/Gary Goldman-Amblin Entertainment-Digital Image Associates,Action-Crime-Mystery-Sci-Fi-Thriller
8388,1984,The Cotton Club,127,6.5,Francis Ford Coppola,William Kennedy-Francis Ford Coppola-William Kennedy,Zoetrope Studios-Producers Sales Organization-Totally Independent-Robert Evans Company,Crime-Drama-Music
8389,2002,Russian Ark,99,7.4,Aleksandr Sokurov,Boris Khaimsky-Anatoli Nikiforov-Svetlana Proskurina,The State Hermitage Museum-The Hermitage Bridge Studio-Ministry of Culture of the Russian Federation-Mitteldeutsche Medienförderung (MDM)-Beauftragter der Bundesregierung für Angelegenheiten der Kultur und der Medien (BKM)-Filmbüro NW-WDR/Arte-Fora Film-Koppmedia-NHK-Seville Pictures-YLE TV1-Danmarks Radio (DR)-AST Studio-Mariinsky Theatre-Egoli Tossell Film-Filmboard Berlin-Brandenburg (FBB)-Filmförderung Hamburg-Kulturelle Filmförderung Sachsen,Drama-Fantasy-History-Mystery
8390,1966,Surfin' Shorts,,,,,,
8391,1969,Carol Channing and Pearl Bailey: On Broadway,60,7.7,Clark Jones,Ernest Chambers-Saul Ilson,Lowe/Ilson/Chambers Productions,Musical
8392,2001,The American President,,,,,,
8393,2004,Ladder 49,115,6.5,Jay Russell,Lewis Colick,Touchstone Pictures-Beacon Pictures-Casey Silver Productions-Fantail Films Inc.-Beacon Communications,Action-Drama-Thriller
