id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,rated
210,2001.0,Onmyoji,112.0,6.3,Yôjirô Takita,Richard Epcar-Baku Yumemakura,Dentsu-Kadokawa Shoten Publishing Co.-Toho Company-Tohokushinsha Film Corporation (TFC)-Tokyo Broadcasting System,Action-Fantasy-Drama-Horror,
211,2004.0,The Agronomist,,,,,,,
212,1982.0,Querelle,108.0,6.8,Rainer Werner Fassbinder,Jean Genet-Rainer Werner Fassbinder-Burkhard Driest,Planet Film-Albatros Filmproduktion-Gaumont,Drama,
213,2001.0,Dinner Rush,,,,,,,
214,2002.0,Read-Along: Beauty and the Beast,,,,,,,
215,1998.0,That '70s Show: Season 1,,,,,,,
216,2000.0,Impostor,,,,,,,
217,1988.0,Cherry 2000,,,,,,,
218,1983.0,Triumph: Live at the US Festival,,,,,,,
219,1995.0,Neon Bible,91.0,6.2,Terence Davies,Terence Davies-John Kennedy Toole,Channel Four Films-Scala Productions-Screen Partners Ltd.-Iberoamericana Films Producción-Academy Pictures-Three Rivers Production-European Script Fund,Drama,
220,1983.0,Winston Churchill: The Wilderness Years,,,,,,,
221,2005.0,Voyage to the Planets and Beyond,,,,,,,
222,1998.0,Yellow,,,,,,,
223,2003.0,Chappelle's Show: Season 1,,,,,,,
224,1999.0,Midsomer Murders: Blood Will Out,100.0,7.5,Moira Armstrong,Douglas Watkinson-Caroline Graham,Bentley Productions,Crime-Drama-Mystery,
225,2004.0,The Cookout,97.0,3.7,Lance Rivera,Queen Latifah-Shakim Compere-Darryl French,Cookout Productions-Flavor Unit Entertainment,Comedy,
226,1996.0,Henry: Portrait of a Serial Killer 2,84.0,4.9,Chuck Parello,Chuck Parello,,Crime-Horror-Thriller,
227,2001.0,The Carol Burnett Show: Show Stoppers,60.0,8.1,,,,Comedy,
228,1979.0,Butch and Sundance: The Early Days,115.0,5.7,Richard Lester,Allan Burns-William Goldman,Pantheon Talent-William Goldman Productions-Twentieth Century Fox,Comedy-Western,
229,2003.0,Peter Gabriel: Growing Up Live,133.0,8.8,Hamish Hamilton,,,Documentary-Music,
230,1987.0,Unsolved Mysteries: Psychics,,,,,,,
231,2002.0,Marooned in Iraq,100.0,7.4,Bahman Ghobadi,Bahman Ghobadi,Mij Film Co.,Drama-War,
232,1989.0,Gross Anatomy,109.0,6.1,Thom Eberhardt,Mark Spragg-Howard Rosenman-Alan Jay Glueckman,Hill/Rosenman-Sandollar Productions-Silver Screen Partners IV-Touchstone Pictures,Drama,
233,1971.0,Chato's Land,,,,,,,
234,1921.0,Animation Legend: Winsor McCay,,,,,,,
235,1996.0,Unhook the Stars,103.0,6.6,Nick Cassavetes,Helen Caldwell-Nick Cassavetes,Hachette Première-Miramax-Sheen/Michaels Entertainment,Drama-Romance,
236,1998.0,Cartoon Crazys Sci-Fi,,,,,,,
237,1918.0,Broken Blossoms,,,,,,,
238,1976.0,Led Zeppelin: The Song Remains the Same,137.0,7.7,Peter Clifton-Joe Massot,Peter Clifton,Swan Song,Documentary-Music,
239,2004.0,Winnie the Pooh: Springtime with Roo,,,,,,,
240,1942.0,Woman of the Year,114.0,7.3,George Stevens,Ring Lardner Jr.-Michael Kanin-John Lee Mahin,Metro-Goldwyn-Mayer (MGM),Comedy-Drama-Romance-Sport,
241,1959.0,North by Northwest,136.0,8.3,Alfred Hitchcock,Ernest Lehman,Metro-Goldwyn-Mayer (MGM),Adventure-Mystery-Thriller,
242,1995.0,Neon Genesis Evangelion: The End of Evangelion,,,,,,,
243,1962.0,Pressure Point,91.0,7.1,Hubert Cornfield-Stanley Kramer,Hubert Cornfield-S. Lee Pogostin-Robert M. Lindner,Stanley Kramer Productions,Drama,
244,2004.0,Stellvia,40.0,6.3,Manon de Boer,,,Documentary-Short,
245,2002.0,Road Dogz,91.0,5.7,Alfredo Ramos,Alfredo Ramos,Shooting Star Pictures,Crime-Drama,
246,1968.0,The Boston Strangler,116.0,7.1,Richard Fleischer,Edward Anhalt-Gerold Frank,Twentieth Century Fox,Crime-Drama-Mystery-Thriller,
247,1994.0,Oleanna,89.0,6.7,David Mamet,David Mamet-David Mamet,Bay Kinescope-Channel Four Films-The Samuel Goldwyn Company-The School Company,Drama-Thriller,
248,2001.0,Michael Moore's The Awful Truth: Season 2,,,,,,,
249,1958.0,The Hunters,108.0,6.5,Dick Powell,Wendell Mayes-James Salter,Twentieth Century Fox,Action-Drama-Romance-War,
250,1966.0,Cast a Giant Shadow,146.0,6.4,Melville Shavelson,Ted Berkman-Melville Shavelson,Batjac Productions-Bryna Productions-Llenroc Productions-The Mirisch Corporation,Adventure-Drama-History-War,
251,2000.0,Midsomer Murders: Strangler's Wood,,,,,,,
252,2002.0,Stuart Little 2,77.0,5.5,Rob Minkoff,E.B. White-Douglas Wick-Bruce Joel Rubin,Columbia Pictures-Franklin/Waterman Productions-Red Wagon Entertainment,Animation-Adventure-Comedy-Family-Fantasy,
253,1935.0,A Night at the Opera,96.0,8.0,Sam Wood-Edmund Goulding,George S. Kaufman-Morrie Ryskind-James Kevin McGuinness,Metro-Goldwyn-Mayer (MGM),Comedy-Music-Musical,
254,2003.0,Westender,105.0,4.6,Brock Morse,Jefferson O.S. Brassfield-Brock Morse,M.O.B Productions,Drama-Fantasy,
255,2001.0,The Hunchback of Notre Dame II,,,,,,,
256,2000.0,Ghost Dog: The Way of the Samurai,,,,,,,
257,1973.0,Charlotte's Web,94.0,6.9,Charles A. Nichols-Iwao Takamoto,E.B. White-Earl Hamner Jr.,Hanna-Barbera Productions-Sagittarius Productions-Paramount Pictures,Animation-Family-Musical,
258,1999.0,Mann,160.0,6.3,Indra Kumar,Mildred Cram-Aatish Kapadia-Aatish Kapadia,,Drama-Romance,
259,2004.0,Animal,,,,,,,
260,1967.0,Marat / Sade,116.0,7.6,Peter Brook,Peter Weiss-Geoffrey Skelton-Adrian Mitchell,Marat Sade Productions-Royal Shakespeare Company,Drama-History-Music,
261,1948.0,The Big Clock,95.0,7.7,John Farrow,Jonathan Latimer-Kenneth Fearing-Harold Goldman,Paramount Pictures,Crime-Drama-Film-Noir-Mystery-Thriller,
262,1974.0,Herbie Rides Again,88.0,5.6,Robert Stevenson,Bill Walsh-Gordon Buford,Walt Disney Productions,Comedy-Family-Fantasy-Romance,
263,2001.0,Dragon Ball: Tournament Saga,,,,,,,
264,2002.0,Angelina Ballerina: Lights,,,,,,,
265,2002.0,The Jeff Corwin Experience: Costa Rica and the Amazon,,,,,,,
266,2000.0,Saudade Do Futuro,92.0,6.5,Cesar Paes,Marie Clémence Andriamonta-Paes-Cesar Paes,A.F. Cinema e Vídeo-Cobra Films-LX Filmes-Laterit Productions-Mezzo-Radio Télévision Belge Francophone-Voyage,Documentary-Music,
267,1994.0,Touched by an Angel: Season 1,,,,,,,
268,1980.0,The Final Countdown,103.0,6.7,Don Taylor,Thomas Hunter-Peter Powell-David Ambrose,The Bryna Company,Action-Sci-Fi,
269,1989.0,Parenthood,124.0,7.0,Ron Howard,Lowell Ganz-Babaloo Mandel-Ron Howard,Imagine Entertainment-Universal Pictures,Comedy-Drama,
270,2001.0,Sex and the City: Season 4,,,,,,,
271,1943.0,Saludos Amigos,,,,,,,
272,1973.0,Female Yakuza Tale,86.0,6.6,Teruo Ishii,Teruo Ishii-Masahiro Kakefuda-Ikuo Sekimoto,Toei Company,Action-Crime-Drama-Thriller,
273,2004.0,Taxi,97.0,4.5,Tim Story,Luc Besson-Robert Ben Garant-Thomas Lennon,Twentieth Century Fox-EuropaCorp-Robert Simonds Productions,Action-Comedy-Crime-Thriller,
274,2002.0,Crazy as Hell,113.0,6.0,Eriq La Salle,Jeremy Leven-Jeremy Leven-Erik Jendresen,Humble Journey Films-Loose Screw Films,Drama-Thriller,
275,2002.0,Evelyn,94.0,7.0,Bruce Beresford,Paul Pender,First Look International-Cinerenta Medienbeteiligungs KG-Irish DreamTime-CineEvelyn,Drama,
276,1998.0,Cold Harvest,,,,,,,
277,2003.0,Enigma: MCMXC A.D,,,,,,,
278,1990.0,100 Days Before the Command,,,,,,,
279,1984.0,Micki and Maude,118.0,6.0,Blake Edwards,Jonathan Reynolds,BBE-Blake Edwards-Columbia Pictures-Delphi III Productions,Comedy-Romance,
280,1998.0,Sarah Brightman: In Concert,75.0,7.9,David Mallet,,Serpent Films Productions,Music,
281,1993.0,The Legend,100.0,7.2,Corey Yuen,Kin Chung Chan-Susan Godfrey-Jeffrey Lau,Eastern Productions,Action-Comedy-History,
282,2003.0,Blue Seed: Beyond,,,,,,,
283,1996.0,If These Walls Could Talk,97.0,7.1,Cher-Nancy Savoca,Pamela Wallace-Earl W. Wallace-Nancy Savoca,HBO NYC Productions-Moving Pictures,Drama-Thriller,
284,2005.0,Sasquatch Hunters,88.0,3.3,Fred Tepper,Alain Matz-Alain Matz-Fred Tepper,Silver Nitrate Pictures-The Flickerscope Company,Action-Horror-Thriller,
285,1997.0,The Devil's Own,111.0,6.1,Alan J. Pakula,Kevin Jarre-David Aaron Cohen-Vincent Patrick,Columbia Pictures,Action-Crime-Drama-Thriller,
286,1966.0,Thunderbirds Are Go,93.0,6.5,David Lane,Gerry Anderson-Sylvia Anderson,Associated Television (Overseas) Limited-Century 21 Television,Animation-Action-Sci-Fi,
287,1994.0,Luther Vandross: Always and Forever: An Evening of Songs,88.0,6.4,Jeb Brien,,,Documentary-Music,
288,2004.0,Saturday Night Live: The Best of Chris Kattan,83.0,7.8,Beth McCarthy-Miller-Dave Wilson,,Broadway Video-NBC Home Video,Comedy,
289,1998.0,The Avengers,89.0,3.7,Jeremiah S. Chechik,Sydney Newman-Don MacPherson,Warner Bros.-Jerry Weintraub Productions,Action-Adventure-Sci-Fi-Thriller,
290,2004.0,Harold and Kumar Go to White Castle,88.0,7.1,Danny Leiner,Jon Hurwitz-Hayden Schlossberg,Endgame Entertainment-Harold & Kumar-Kingsgate Films-New Line Cinema-Senator International,Adventure-Comedy,
291,2000.0,Chained Heat 3: Hell Mountain,,,,,,,
292,2005.0,Saturday Night Live: The Best of Gilda Radner,92.0,7.7,Tom Schiller-James Signorelli-Dave Wilson,,National Broadcasting Company-SNL Studios,Comedy,
293,2003.0,Lennon Legend: The Very Best of John Lennon,100.0,7.9,Simon Hilton-John Lennon-Yoko Ono,,Capitol Records-Maguffin,Documentary-Music,
294,2002.0,Oasis,133.0,8.0,Chang-dong Lee,Chang-dong Lee,Dream Venture Capital-East Film Company-UniKorea Pictures,Drama-Romance,
295,1995.0,Ace Ventura: When Nature Calls,90.0,6.4,Steve Oedekerk,Jack Bernstein-Steve Oedekerk,Morgan Creek Entertainment-O Entertainment,Adventure-Comedy-Crime,
296,2000.0,In His Life: The John Lennon Story,85.0,6.0,David Carson,Michael O'Hara,Michael O'Hara Productions-NBC Studios,Biography-Drama-Music,
297,2003.0,The Hebrew Hammer,85.0,6.2,Jonathan Kesselman,Jonathan Kesselman,Intrinsic Value Films-Comedy Central Films-ContentFilm-Jericho Entertainment,Comedy,
298,2002.0,Crunch: Pick Your Spot Pilates,,,,,,,
299,2001.0,Bridget Jones's Diary,97.0,6.7,Sharon Maguire,Helen Fielding-Helen Fielding-Andrew Davies,Miramax-Universal Pictures-StudioCanal-Working Title Films-Little Bird,Comedy-Drama-Romance,
300,1997.0,Option Zero,109.0,5.7,Dante Lam,Hing-Ka Chan,,Action,
301,2003.0,Hard Ground,93.0,5.9,Frank Q. Dobbs,Frank Q. Dobbs-David S. Cass Sr.,Hallmark Entertainment-Alpine Medien Productions-Larry Levinson Productions-MAT IV,Western,
302,2001.0,The Isle,,,,,,,
303,1959.0,Les Liaisons Dangereuses,106.0,6.9,Roger Vadim,Claude Brulé-Choderlos de Laclos-Roger Vadim,Les Films Marceau-Cocinor,Drama-Romance,
304,1997.0,King of the Hill: Season 1,,,,,,,
305,1996.0,Jack,113.0,5.8,Francis Ford Coppola,James DeMonaco-Gary Nadeau,American Zoetrope-Great Oaks-Hollywood Pictures,Comedy-Drama-Fantasy,
306,2005.0,Sesame Street: Sing Yourself Silly!,,,,,,,
307,2002.0,Godsmack: Smack This!,75.0,6.2,Ian T. Barrett,,Universal Music,Music,
308,1974.0,The Legend of the 7 Golden Vampires/7 Brothers of Dracula,89.0,6.0,Roy Ward Baker-Cheh Chang,Don Houghton-Bram Stoker,Hammer Films-Shaw Brothers,Action-Horror,
309,1975.0,The Day of the Locust,144.0,7.1,John Schlesinger,Nathanael West-Waldo Salt,Paramount Pictures-Long Road Productions,Drama-Thriller,
310,2000.0,Leila,,,,,,,
311,1994.0,Ed Wood,127.0,7.9,Tim Burton,Rudolph Grey-Scott Alexander-Larry Karaszewski,Touchstone Pictures,Biography-Comedy-Drama,
312,2000.0,High Fidelity,113.0,7.5,Stephen Frears,Nick Hornby-D.V. DeVincentis-Steve Pink,Touchstone Pictures-Working Title Films-Dogstar Films-New Crime Productions,Comedy-Drama-Music-Romance,
313,2000.0,Pay It Forward,123.0,7.2,Mimi Leder,Catherine Ryan Hyde-Leslie Dixon,Warner Bros.-Bel Air Entertainment-Tapestry Films,Drama,
314,1985.0,Saturday Night Live: The Best of Jon Lovitz,,,,,,,
315,1964.0,Combat! Season 3: Operation 2,,,,,,,
316,1999.0,Futurama: Monster Robot Maniac Fun Collection,,,,,,,
317,1997.0,Mandela and de Klerk,114.0,7.1,Joseph Sargent,Richard Wesley,Film Afrika Worldwide-Hallmark Entertainment-Showtime Networks,Drama,
318,1994.0,Beyond Suspicion,98.0,6.0,Paul Ziller,Simon Abbott,Libra Pictures-Shavick Entertainment,Crime-Drama-Thriller,
319,1987.0,Straight to Hell,86.0,5.8,Alex Cox,Alex Cox-Dick Rude,Commies From Mars Corporation-Initial Pictures,Action-Comedy-Western,
320,1997.0,Eat Your Heart Out,93.0,5.7,Felix O. Adlon,Felix O. Adlon-Laura Slakey,Leora Films-Pelemele Film,Comedy-Drama,
321,2004.0,Ju-Rei: The Uncanny,76.0,5.3,Kôji Shiraishi,Naoyuki Yokota,Nihon Sky Way-Pal Entertainments Production,Horror,
322,1974.0,Flesh Gordon,78.0,4.7,Michael Benveniste-Howard Ziehm,Michael Benveniste,Graffiti Productions,Comedy-Sci-Fi,
323,1999.0,Modern Vampires,,,,,,,
324,1994.0,Mother's Boys,,,,,,,
325,2004.0,Ghosts of Rwanda: Frontline,120.0,8.8,Greg Barker,Greg Barker,,Documentary,
326,1937.0,The Plainsman,,,,,,,
327,1997.0,Storefront Hitchcock,,,,,,,
328,2002.0,Deftones: Live in Hawaii,,,,,,,
329,1999.0,Dogma,130.0,7.3,Kevin Smith,Kevin Smith,View Askew Productions-STK,Adventure-Comedy-Drama-Fantasy,
330,1998.0,Wild Things,108.0,6.5,John McNaughton,Stephen Peters,Mandalay Entertainment,Crime-Drama-Mystery-Thriller,
331,1997.0,Chasing Amy,113.0,7.3,Kevin Smith,Kevin Smith,Too Askew Prod. Inc.-View Askew Productions,Comedy-Drama-Romance,
332,2002.0,They Crawl,,7.8,Richard Boden,Richard Herring-Al Murray,Avalon Television,Comedy,
333,2003.0,Mail Call: The Best of Season 2,,,,,,,
334,2005.0,The Pacifier,95.0,5.6,Adam Shankman,Thomas Lennon-Robert Ben Garant,Walt Disney Pictures-Spyglass Entertainment,Action-Comedy-Drama-Family-Thriller,
335,1981.0,Fear No Evil,99.0,4.1,Frank LaLoggia,Frank LaLoggia,LaLoggia Productions,Horror,
336,1978.0,The Driver,91.0,7.2,Walter Hill,Walter Hill,EMI Films-Twentieth Century Fox,Action-Crime-Thriller,
337,1983.0,Star 80,103.0,6.7,Bob Fosse,Teresa Carpenter-Bob Fosse,The Ladd Company,Biography-Drama,
338,1942.0,The Three Stooges: Three Smart Saps,,,,,,,
339,1968.0,Rolling Stones: Rock and Roll Circus,,,,,,,
340,1998.0,Midnight: 2000 Seen By...,,,,,,,
341,2004.0,Tremors 4: The Legend Begins,101.0,5.3,S.S. Wilson,S.S. Wilson-Brent Maddock-Ron Underwood,Stampede Entertainment,Action-Adventure-Comedy-Horror-Sci-Fi-Thriller-Western,
342,2001.0,Noir,25.0,7.3,,Ryôe Tsukimura,Bee Train-Victor Entertainment,Animation-Action-Crime-Drama-Mystery-Thriller,
343,2000.0,French and Saunders: Live,,7.7,Ed Bye,Richard Curtis-Dawn French-Jennifer Saunders,French & Saunders Productions,Comedy,
344,1967.0,The Taming of the Shrew,122.0,7.2,Franco Zeffirelli,William Shakespeare-Paul Dehn-Suso Cecchi D'Amico,Columbia Pictures-Royal Films International-F.A.I.,Comedy-Drama-Romance,
345,1998.0,Star Trek: Voyager: Season 5,,,,,,,
346,2005.0,Up and Down,,,,,,,
347,1989.0,Iceman Cometh,114.0,6.6,Clarence Yiu-leung Fok,Johnny Mak-Stephen Shiu,Golden Harvest Company-Johnny Mak Productions-Paragon Films Ltd.,Action-Comedy-Romance-Sci-Fi,
348,1988.0,The Last Temptation of Christ,164.0,7.6,Martin Scorsese,Nikos Kazantzakis-Paul Schrader,Universal Pictures-Cineplex Odeon Films,Drama,
349,1978.0,The Swarm,116.0,4.4,Irwin Allen,Arthur Herzog III-Stirling Silliphant,Warner Bros.,Horror-Thriller,
350,1993.0,Dr. Quinn,60.0,6.7,,Beth Sullivan-Sara Davidson-Carl Binder,CBS-Sullivan Company,Drama-Family-Western,
351,1969.0,Guns of the Magnificent Seven,105.0,5.7,Paul Wendkos,Herman Hoffman,The Mirisch Production Company-The Mirisch Corporation,Action-Western,
352,1997.0,Pick a Card,95.0,6.8,Julie Shles,Amit Lior-Amit Lior,Norma Productions,Comedy-Drama-Romance,
353,2002.0,Life or Something Like It,103.0,5.8,Stephen Herek,John Scott Shepherd-John Scott Shepherd-Dana Stevens,Regency Enterprises-Davis Entertainment-New Regency Pictures-Epsilon Motion Pictures-Atchity Entertainment International-Monarchy Enterprises S.a.r.l.,Comedy-Romance,
354,1981.0,Sadomania,103.0,4.8,Jesús Franco,Jesús Franco-Günter Ebert,Plata Films S.A.-Lisa-Film-Gold Internacional Films,Action-Crime-Drama-Thriller,
355,1973.0,Sinful Nuns of St. Valentine,,,,,,,
356,2005.0,Look at Me,,,,,,,
357,2003.0,House of Sand and Fog,126.0,7.6,Vadim Perelman,Andre Dubus III-Vadim Perelman-Shawn Lawrence Otto,DreamWorks-Cobalt Media Group-Bisgrove Entertainment-Groundswell Productions,Crime-Drama,
358,1979.0,The Onion Field,122.0,6.9,Harold Becker,Joseph Wambaugh-Joseph Wambaugh-Eric Roth,Black Marble Productions,Crime-Drama,
359,2003.0,Absolutely Fabulous: Series 5,,,,,,,
360,1999.0,Lies,,,,,,,
361,2004.0,The Phantom of the Opera: Special Edition,,,,,,,
362,2000.0,The Flintstones in Viva Rock Vegas,90.0,3.6,Brian Levant,William Hanna-Joseph Barbera-Deborah Kaplan,Universal Pictures-Amblin Entertainment-Hanna-Barbera Productions,Comedy-Family-Romance-Sci-Fi,
363,2002.0,Stark Raving Mad,101.0,6.4,Drew Daywalt-David Schneider,Drew Daywalt-Patrick Kiely-David Schneider,Newmarket Capital Group-Summit Entertainment-A Band Apart-Stark Raving Productions Inc.,Action-Comedy-Crime,
364,2004.0,Billy Blanks: Tae Bo: Contact 2,,,,,,,
365,1989.0,R.E.M.: Tourfilm,,,,,,,
366,2004.0,Still,,,,,,,
367,2003.0,Spun,,,,,,,
368,1986.0,The Best of Designing Women,,,,,,,
369,2000.0,Playing Mona Lisa,97.0,6.1,Matthew Huffman,Marni Freedman-Marni Freedman-Carlos Rios De Los,The Bubble Factory,Comedy,
370,1918.0,Chaplin,45.0,7.0,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,Comedy-War,
371,1966.0,The Trouble with Angels,112.0,7.4,Ida Lupino,Blanche Hanalis-Jane Trahey,Columbia Pictures-William Frye Productions-Eaves Movie Ranch,Comedy-Family,
372,1998.0,Jeans,175.0,6.4,S. Shankar,S. Shankar,Amritraj Solomon Communications-New Music-Saregama India-Sri Surya Films,Comedy-Drama-Romance-Musical,
373,2000.0,Third World Cop,,,,,,,
374,1976.0,The Little Girl Who Lives Down the Lane,100.0,7.1,Nicolas Gessner,Laird Koenig-Laird Koenig,Braun Entertainment Group-Carnelian Productions-Filmel-Filmédis-ICL-Zev Braun Productions,Drama-Horror-Mystery-Thriller,
375,2003.0,Nine Dead Gay Guys,,,,,,,
376,2001.0,Genesis: The Way We Walk: Live in Concert,,,,,,,
377,1979.0,Dick Francis: The Racing Game,309.0,7.2,,Terence Feely-Dick Francis-Leon Griffiths,Yorkshire Television,Mystery,
378,2003.0,Party Monster,98.0,6.3,Fenton Bailey-Randy Barbato,Fenton Bailey-Randy Barbato-James St. James,World of Wonder-Killer Films-ContentFilm-Fortissimo Films-World of Wonder Productions,Biography-Crime-Drama-Thriller,
379,1996.0,Crash Dive,90.0,4.4,Andrew Stevens,William C. Martell,Royal Oaks Entertainment Inc.-Cabin Fever Entertainment,Action-Drama-Thriller,
380,1992.0,Live Wire,85.0,5.6,Christian Duguay,Bart Baker,New Line Cinema,Action-Drama-Thriller,
381,1991.0,Out for Justice,91.0,6.1,John Flynn,R. Lance Hill,Arnold Kopelson Productions-Seagal/Nasso Productions-Warner Bros.,Action-Crime-Drama-Thriller,
382,2004.0,Buried in the Sand: The Deception of America,90.0,5.1,David Wald,Rob Cartee,CYHL Pictures Inc.,Documentary-War,
383,2001.0,Hit Team,94.0,5.8,Dante Lam,Dante Lam-Clarence Lee-Wai Lun Ng,Universe Entertainment-Dream Art Production Company,Action,
384,1986.0,Crossroads,99.0,7.1,Walter Hill,John Fusco,Columbia Pictures,Drama-Music-Mystery-Romance,
385,2002.0,The Santa Clause 2,104.0,5.6,Michael Lembeck,Don Rhymer-Cinco Paul-Ken Daurio,Walt Disney Pictures-Outlaw Productions (I)-Boxing Cat Films,Comedy-Family-Fantasy,
386,1994.0,Princess Caraboo,97.0,6.0,Michael Austin,Michael Austin-John Wells,Ardican Films-Beacon Communications-Beacon Pictures-Longfellow Pictures-TriStar Pictures,Comedy-Drama-History-Mystery-Romance,
387,1984.0,Bizet's Carmen,152.0,7.6,Francesco Rosi,Henri Meilhac-Ludovic Halévy-Prosper Mérimée,Gaumont-Production Marcel Dassault-Opera Film Produzione,Drama-Music-Romance,
388,1990.0,Body Chemistry,84.0,4.3,Kristine Peterson,Jackson Barr,Concorde-New Horizons-Pacific Trust,Drama-Thriller,
389,2002.0,Steal,83.0,5.5,Gérard Pirès,Mark Ezra-Mark Ezra-Gérard Pirès,Alliance Atlantis Communications-Filmguard-Fusion International-Future Film Financing-Mandarin Films-Scion Films-Spice Factory-Spice Favoy-Transfilm-Téléfilm Canada,Action-Crime-Thriller,
390,1981.0,The Fan,95.0,5.8,Ed Bianchi,Bob Randall-Priscilla Chapman-John Hartwell,Paramount Pictures,Drama-Horror-Thriller,
391,1967.0,The Monkees: Season 2,,,,,,,
392,1993.0,Danielle Steel's Heartbeat,100.0,5.8,Michael Miller,Danielle Steel-Jan Worthington,The Cramer Company-NBC Productions,Comedy-Drama-Romance,
393,1998.0,The Replacement Killers,87.0,6.1,Antoine Fuqua,Ken Sanzel,Columbia Pictures-Brillstein-Grey Entertainment-WCG Entertainment Productions,Action-Crime-Thriller,
394,1916.0,20,,,,,,,
395,1935.0,Captain Blood,119.0,7.8,Michael Curtiz,Rafael Sabatini-Casey Robinson,Warner Bros.-Cosmopolitan Productions,Action-Adventure,
396,2001.0,Arjuna: Complete Collection,,8.9,,,,Music,
397,1946.0,A Night in Casablanca,85.0,7.1,Archie Mayo,Joseph Fields-Roland Kibbee-Frank Tashlin,Loma Vista Productions,Comedy,
398,1976.0,In the Realm of the Senses,109.0,6.6,Nagisa Ôshima,Kôji Wakamatsu-Nagisa Ôshima,Argos Films-Oshima Productions-Shibata Organisation,Drama-Romance,
399,2001.0,Fangs,,,,,,,
400,1970.0,Rio Lobo,114.0,6.8,Howard Hawks,Burton Wohl-Leigh Brackett-Burton Wohl,Cinema Center Films-Batjac Productions-Malabar,Adventure-Romance-War-Western,
401,1989.0,Halloween 5: The Revenge of Michael Myers,96.0,5.2,Dominique Othenin-Girard,John Carpenter-Debra Hill-Michael Jacobs,Magnum Pictures Inc.-The Return of Myers-Trancas International Films,Horror-Thriller,
402,1999.0,Pan Tadeusz,147.0,6.1,Andrzej Wajda,Adam Mickiewicz-Jan Nowina-Zarzycki-Andrzej Wajda,Apollo Film-Canal+ Polska-Canal+-Cinematography Committee APF-Film Production Agency-Heritage Films-Les Films du Losange-Max-Film-Neptun Film-Odra Film-Silesia Film-Vision Film Productions,Drama-History-Romance-War,
403,2000.0,Substitute 4: Failure is Not an Option,,,,,,,
